"timestamp","ap_compressor","atmospherictemperature","dischargepressure","dischargetemperature","suctionpressure","suctiontemperature","totalfuel","totalhorsepower","id"
2025-10-18 05:00:00.000,WOLF POINT,,1317.47973633,,1318.73596191,,,18000.0,10000547
2025-10-18 05:00:00.000,GRUNDY CENTER,,920.17199707,,919.89135742,,,13000.0,10000051
2025-10-18 05:00:00.000,LONE TREE,,787.91149902,,788.29394531,,,16000.0,10000175
2025-10-18 05:00:00.000,GLASGOW,,1323.66064453,,1321.09716797,,,29000.0,9999927
2025-10-18 05:00:00.000,ARNEGARD,,1295.42248535,,1298.95397949,,,18000.0,9999555
2025-10-18 05:00:00.000,CLARK,,1278.40734863,,980.05700684,,,38000.0,9999617
2025-10-18 04:00:00.000,GARVIN,,1278.03137207,,978.28759766,,,38000.0,9999866
2025-10-18 04:00:00.000,LONE TREE,,787.35925293,,787.85253906,,,16000.0,10000176
2025-10-18 04:00:00.000,ESTELLINE,,1271.87902832,,971.62255859,,,38000.0,9999804
2025-10-18 04:00:00.000,ST ANTHONY,,1342.11755371,,1042.50183105,,,38000.0,10000300
2025-10-18 04:00:00.000,VENTURA REG,,985.79638672,,987.79901123,,,0.0,10000424
2025-10-18 04:00:00.000,ELDRIDGE,,876.02996826,,695.38574219,,,15000.0,9999742
2025-10-18 04:00:00.000,GLASGOW,,1323.48120117,,1321.09716797,,,29000.0,9999928
2025-10-18 04:00:00.000,LA MOILLE,,975.54125977,,795.70941162,,,13000.0,10000114
2025-10-18 04:00:00.000,ZEELAND,,1316.48291016,,1016.55993652,,,38000.0,10000610
2025-10-18 04:00:00.000,GLEN ULLIN,,1343.65539551,,1043.21960449,,,38000.0,9999990
2025-10-18 04:00:00.000,GRUNDY CENTER,,919.109375,,918.78161621,,,13000.0,10000052
2025-10-18 04:00:00.000,CULBERTSON,,1323.66064453,,1322.96850586,,,38000.0,9999680
2025-10-18 04:00:00.000,CLARK,,1278.05053711,,980.02142334,,,38000.0,9999618
2025-10-18 04:00:00.000,ARNEGARD,,1295.26306152,,1298.62341309,,,18000.0,9999556
2025-10-18 04:00:00.000,WOLF POINT,,1317.89001465,,1319.10559082,,,18000.0,10000548
2025-10-18 04:00:00.000,MANNING,,1346.73156738,,1071.41760254,,,38000.0,10000238
2025-10-18 04:00:00.000,TRIMONT,,1289.69494629,,1005.30627441,,,38000.0,10000362
2025-10-18 04:00:00.000,WETONKA,,1299.23095703,,999.30786133,,,38000.0,10000486
2025-10-18 03:00:00.000,WETONKA,,1298.20556641,,998.61572266,,,38000.0,10000487
2025-10-18 03:00:00.000,CLARK,,1277.35534668,,978.89398193,,,38000.0,9999619
2025-10-18 03:00:00.000,GLASGOW,,1322.96850586,,1320.58447266,,,29000.0,9999929
2025-10-18 03:00:00.000,ESTELLINE,,1271.36633301,,971.77636719,,,38000.0,9999805
2025-10-18 03:00:00.000,GRUNDY CENTER,,919.37207031,,919.00830078,,,13000.0,10000053
2025-10-18 03:00:00.000,LA MOILLE,,974.15264893,,794.09533691,,,13000.0,10000115
2025-10-18 03:00:00.000,ELDRIDGE,,874.94525146,,694.76916504,,,15000.0,9999743
2025-10-18 03:00:00.000,GLEN ULLIN,,1343.65539551,,1043.39904785,,,38000.0,9999991
2025-10-18 03:00:00.000,TRIMONT,,1289.64367676,,1004.76794434,,,38000.0,10000363
2025-10-18 03:00:00.000,GARVIN,,1278.03137207,,977.92871094,,,38000.0,9999867
2025-10-18 03:00:00.000,VENTURA REG,,985.43725586,,987.43896484,,,0.0,10000425
2025-10-18 03:00:00.000,ARNEGARD,,1295.61999512,,1299.18969727,,,18000.0,9999557
2025-10-18 03:00:00.000,LONE TREE,,786.84686279,,787.38574219,,,16000.0,10000177
2025-10-18 03:00:00.000,ZEELAND,,1315.97021484,,1016.04724121,,,38000.0,10000611
2025-10-18 03:00:00.000,ST ANTHONY,,1342.11755371,,1042.19421387,,,38000.0,10000301
2025-10-18 03:00:00.000,CULBERTSON,,1323.66064453,,1323.48120117,,,38000.0,9999681
2025-10-18 03:00:00.000,MANNING,,1346.73156738,,1071.08435059,,,38000.0,10000239
2025-10-18 03:00:00.000,WOLF POINT,,1317.57116699,,1318.86816406,,,18000.0,10000549
2025-10-18 02:00:00.000,TRIMONT,,1291.72009277,,1006.84436035,,,38000.0,10000364
2025-10-18 02:00:00.000,VENTURA REG,,985.43725586,,987.91900635,,,0.0,10000426
2025-10-18 02:00:00.000,MANNING,,1346.21887207,,1071.41760254,,,38000.0,10000240
2025-10-18 02:00:00.000,LA MOILLE,,973.20202637,,793.2623291,,,13000.0,10000116
2025-10-18 02:00:00.000,GLEN ULLIN,,1343.65539551,,1043.7322998,,,38000.0,9999992
2025-10-18 02:00:00.000,GRUNDY CENTER,,920.45336914,,920.03637695,,,13000.0,10000054
2025-10-18 02:00:00.000,LONE TREE,,785.94158936,,786.39746094,,,16000.0,10000178
2025-10-18 02:00:00.000,WETONKA,,1297.00073242,,997.07763672,,,38000.0,10000488
2025-10-18 02:00:00.000,ESTELLINE,,1270.8536377,,970.75109863,,,38000.0,9999806
2025-10-18 02:00:00.000,ARNEGARD,,1294.94604492,,1298.78442383,,,18000.0,9999558
2025-10-18 02:00:00.000,ELDRIDGE,,876.56469727,,691.26361084,,,15000.0,9999744
2025-10-18 02:00:00.000,CLARK,,1275.5065918,,976.88830566,,,38000.0,9999620
2025-10-18 02:00:00.000,GLASGOW,,1321.27661133,,1318.71313477,,,29000.0,9999930
2025-10-18 02:00:00.000,ST ANTHONY,,1342.11755371,,1042.37365723,,,38000.0,10000302
2025-10-18 02:00:00.000,GARVIN,,1278.21081543,,978.44140625,,,38000.0,9999868
2025-10-18 02:00:00.000,ZEELAND,,1314.76538086,,1014.84240723,,,38000.0,10000612
2025-10-18 02:00:00.000,WOLF POINT,,1316.26745605,,1317.54577637,,,18000.0,10000550
2025-10-18 02:00:00.000,CULBERTSON,,1323.14794922,,1322.30200195,,,38000.0,9999682
2025-10-18 01:00:00.000,WOLF POINT,,1313.71594238,,1314.97558594,,,18000.0,10000551
2025-10-18 01:00:00.000,LONE TREE,,786.49401855,,786.95117188,,,16000.0,10000179
2025-10-18 01:00:00.000,ELDRIDGE,,878.72229004,,688.55480957,,,15000.0,9999745
2025-10-18 01:00:00.000,WETONKA,,1295.46264648,,994.69372559,,,38000.0,10000489
2025-10-18 01:00:00.000,GLASGOW,,1318.53369141,,1316.3034668,,,29000.0,9999931
2025-10-18 01:00:00.000,GRUNDY CENTER,,920.59191895,,920.38391113,,,13000.0,10000055
2025-10-18 01:00:00.000,VENTURA REG,,984.24035645,,986.59893799,,,0.0,10000427
2025-10-18 01:00:00.000,MANNING,,1346.21887207,,1070.90490723,,,38000.0,10000241
2025-10-18 01:00:00.000,CULBERTSON,,1320.58447266,,1320.07177734,,,38000.0,9999683
2025-10-18 01:00:00.000,ZEELAND,,1313.58618164,,1013.99645996,,,38000.0,10000613
2025-10-18 01:00:00.000,ST ANTHONY,,1343.1427002,,1042.52746582,,,38000.0,10000303
2025-10-18 01:00:00.000,TRIMONT,,1292.54040527,,1007.48522949,,,38000.0,10000365
2025-10-18 01:00:00.000,GARVIN,,1278.54406738,,978.28759766,,,38000.0,9999869
